expiry,tau,strike,type,bid,ask,last,volume,openInterest,impliedVolatility,spot,r,mid_price,moneyness,log_moneyness,underlying
2025-12-19,0.057494866529774126,575.0,call,45.33,46.0,46.41,60.0,12614,0.2399978344726562,619.25,0.0403845900313004,45.665,0.9285425918449738,-0.07413902757211847,QQQ
2025-12-19,0.057494866529774126,585.0,call,36.4,37.04,36.92,76.0,6040,0.22992713439941403,619.25,0.0403845900313004,36.72,0.9446911586596689,-0.056897221137612496,QQQ
2025-12-19,0.057494866529774126,594.78,call,28.12,28.8,28.45,456.0,8273,0.22003953796386716,619.25,0.0403845900313004,28.46,0.9604844570044409,-0.040317479096607836,QQQ
2025-12-19,0.057494866529774126,599.0,call,24.88,25.48,25.37,162.0,221,0.21631643066406248,619.25,0.0403845900313004,25.18,0.9672991522002422,-0.03324747025401961,QQQ
2025-12-19,0.057494866529774126,605.0,call,20.57,20.92,20.57,326.0,17167,0.2089312506103515,619.25,0.0403845900313004,20.745,0.9769882922890594,-0.023280610338627453,QQQ
2025-12-19,0.057494866529774126,609.0,call,17.64,17.97,17.89,108.0,1138,0.2022174505615234,619.25,0.0403845900313004,17.805,0.9834477190149374,-0.0166908006595719,QQQ
2025-12-19,0.057494866529774126,609.78,call,16.96,17.58,17.03,345.0,4263,0.2038043487548828,619.25,0.0403845900313004,17.27,0.9847073072264836,-0.015410831991738929,QQQ
2025-12-19,0.057494866529774126,610.0,call,16.9,17.37,17.19,1119.0,11931,0.2024921060180664,619.25,0.0403845900313004,17.134999999999998,0.985062575696407,-0.015050111202111966,QQQ
2025-12-19,0.057494866529774126,615.0,call,13.85,13.97,13.9,1552.0,24472,0.19391675231933597,619.25,0.0403845900313004,13.91,0.9931368591037545,-0.006886800562951123,QQQ
2025-12-19,0.057494866529774126,620.0,call,10.91,10.96,10.92,2345.0,36285,0.18668415863037108,619.25,0.0403845900313004,10.935,1.001211142511102,0.0012104096696682644,QQQ
2025-12-19,0.057494866529774126,621.0,call,10.37,10.42,10.88,124.0,1305,0.1855855368041992,619.25,0.0403845900313004,10.395,1.0028259991925716,0.002822013564009816,QQQ
2025-12-19,0.057494866529774126,622.0,call,9.89,9.94,9.82,277.0,3200,0.18524984680175777,619.25,0.0403845900313004,9.915,1.0044408558740412,0.00443102436971052,QQQ
2025-12-19,0.057494866529774126,623.0,call,9.35,9.4,9.37,1444.0,1502,0.18369346588134766,619.25,0.0403845900313004,9.375,1.0060557125555107,0.006037450417984245,QQQ
2025-12-19,0.057494866529774126,625.0,call,8.4,8.45,8.44,1928.0,17777,0.1819539813232422,619.25,0.0403845900313004,8.425,1.0092854259184498,0.00924258136693265,QQQ
2025-12-19,0.057494866529774126,629.0,call,6.6,6.65,6.62,66.0,739,0.17722380401611326,619.25,0.0403845900313004,6.625,1.0157448526443278,0.01562218833097156,QQQ
2025-12-19,0.057494866529774126,630.0,call,6.19,6.24,6.28,2056.0,74076,0.17609466491699222,619.25,0.0403845900313004,6.215,1.0173597093257973,0.017210751016109433,QQQ
2025-12-19,0.057494866529774126,631.0,call,5.82,5.86,6.1,55.0,1624,0.17517914672851562,619.25,0.0403845900313004,5.84,1.0189745660072669,0.018796794171744242,QQQ
2025-12-19,0.057494866529774126,635.0,call,4.41,4.45,4.45,866.0,42513,0.17093724578857422,619.25,0.0403845900313004,4.43,1.0254339927331448,0.025115930523222616,QQQ
